original_text,constant
Bandcamp,brand
Deezer,brand
Facebook,brand
iTunes,brand
SoundCloud,brand
Spotify,brand
Tidal,brand
TikTok,brand
YouTube,brand
ALL,currency_code
AMD,currency_code
BAM,currency_code
BGL,currency_code
DKK,currency_code
EUR,currency_code
EUR,currency_code
GBL,currency_code
GEL,currency_code
HRK,currency_code
HUF,currency_code
NOK,currency_code
RON,currency_code
RSD,currency_code
SEK,currency_code
UAH,currency_code
USD,currency_code
Friuli-Venezia Giulia (ITH4),region_name
Marijampolės apskritis (LT024),region_name
Märkisch-Oderland (DE409),region_name
MD-AN - Anenii Noi,region_name
MD-BA - Bălți,region_name
MD-BD - Bender [Tighina],region_name
MD-BR - Briceni,region_name
MD-BS - Basarabeasca,region_name
MD-CA - Cahul,region_name
MD-CL - Călărași,region_name
MD-CM - Cimișlia,region_name
MD-CR - Criuleni,region_name
MD-CS - Căușeni,region_name
MD-CT - Cantemir,region_name
MD-CU - Chișinău,region_name
MD-DO - Dondușeni,region_name
MD-DR - Drochia,region_name
MD-DU - Dubăsari,region_name
MD-ED - Edineț,region_name
MD-FA - Fălești,region_name
MD-FL - Florești,region_name
"MD-GA - Găgăuzia, Unitatea teritorială autonomă (UTAG)",region_name
MD-GL - Glodeni,region_name
MD-HI - Hîncești,region_name
MD-IA - Ialoveni,region_name
MD-LE - Leova,region_name
MD-NI - Nisporeni,region_name
MD-OC - Ocnița,region_name
MD-OR - Orhei,region_name
MD-RE - Rezina,region_name
MD-RI - Rîșcani,region_name
MD-SD - Șoldănești,region_name
MD-SI - Sîngerei,region_name
"MD-SN - Stînga Nistrului, unitatea teritorială din",region_name
MD-SO - Soroca,region_name
MD-ST - Strășeni,region_name
MD-SV - Ștefan Vodă,region_name
MD-TA - Taraclia,region_name
MD-TE - Telenești,region_name
MD-UN - Ungheni,region_name
Mecklenburg-Vorpommern (DE8),region_name
Međimurska županija (HR061),region_name
"Memmingen, Kreisfreie Stadt (DE274)",region_name
Merzig-Wadern (DEC02),region_name
Milano (ITC4C),region_name
Molise (ITF2),region_name
"Mönchengladbach, Kreisfreie Stadt (DEA15)",region_name
Monza e della Brianza (ITC4D),region_name
Mostviertel-Eisenwurzen (AT121),region_name
Mühlviertel (AT313),region_name
"Mülheim an der Ruhr, Kreisfreie Stadt (DEA16)",region_name
"München, Kreisfreie Stadt (DE212)",region_name
Münster (DEA3),region_name
"Münster, Kreisfreie Stadt (DEA33)",region_name
Mykolaiv Oblast (MY),region_name
"Neumünster, Kreisfreie Stadt (DEF04)",region_name
Neunkirchen (DEC03),region_name
Niederbayern (DE22),region_name
Niederösterreich (AT12),region_name
Niederösterreich-Süd (AT122),region_name
Niedersachsen (DE9),region_name
Nord-Est (ITH),region_name
Nord-Ovest (ITC),region_name
Nordburgenland (AT112),region_name
Nordrhein-Westfalen (DEA),region_name
Noreste (ES2),region_name
Noroeste (ES1),region_name
"Nürnberg, Kreisfreie Stadt (DE254)",region_name
Oberbayern (DE21),region_name
Oberfranken (DE24),region_name
"Oberhausen, Kreisfreie Stadt (DEA17)",region_name
Oberhavel (DE40A),region_name
Oberkärnten (AT212),region_name
Oberösterreich (AT31),region_name
Oberpfalz (DE23),region_name
Oberspreewald-Lausitz (DE40B),region_name
Oder-Spree (DE40C),region_name
Odesa Oblast (OD),region_name
ÖKB - Österreichischer Komponistenbund,region_name
"Oldenburg (Oldenburg), Kreisfreie Stadt (DE943)",region_name
OSA,region_name
Osječko-baranjska županija (HR025),region_name
"Osnabrück, Kreisfreie Stadt (DE944)",region_name
Ostalbkreis (DE11D),region_name
Östliche Obersteiermark (AT223),region_name
Ostösterreich (AT1),region_name
Ostprignitz-Ruppin (DE40D),region_name
Oststeiermark (AT224),region_name
Osttirol (AT333),region_name
Paide,region_name
País Vasco - Euskadi (ES21),region_name
Panevėžio apskritis (LT025),region_name
Panonska Hrvatska (HR02),region_name
Pärnu,region_name
"Passau, Kreisfreie Stadt (DE222)",region_name
Pavia (ITC48),region_name
Piemonte (ITC1),region_name
Pinzgau-Pongau (AT322),region_name
"Pirmasens, Kreisfreie Stadt (DEB37)",region_name
PL-02 - Dolnośląskie - Lower Silesia,region_name
PL-04 - Kujawsko-pomorskie - Kuyavia-Pomerania,region_name
PL-06 - Lubelskie - Lublin,region_name
PL-08 - Lubuskie - Lubusz,region_name
PL-10 - Łódzkie - Łódź,region_name
PL-12 - Małopolskie - Lesser Poland,region_name
PL-14 - Mazowieckie - Mazovia,region_name
PL-16 - Opolskie - Opole (Upper Silesia),region_name
PL-18 - Podkarpackie - Subcarpathia,region_name
PL-20 - Podlaskie - Podlaskie,region_name
PL-22 - Pomorskie - Pomerania,region_name
PL-24 - Śląskie - Silesia,region_name
PL-26 - Świętokrzyskie - Holy Cross,region_name
PL-28 - Warmińsko-mazurskie - Warmia-Masuria,region_name
PL-30 - Wielkopolskie - Greater Poland,region_name
PL-32 - Zachodniopomorskie - West Pomerania,region_name
PL-GD - Gdańsk,region_name
PL-KA - Katowice,region_name
PL-KR - Kraków,region_name
PL-LD - Łódź,region_name
PL-LO - Łomża,region_name
PL-LU - Lublin,region_name
PL-PO - Poznań,region_name
PL-PR - Przemyśl,region_name
PL-SZ - Szczecin,region_name
PL-WA - Warszawa,region_name
PL-WR - Wrocław,region_name
Poltava Oblast (PL),region_name
Põlva,region_name
Potsdam-Mittelmark (DE40E),region_name
"Potsdam, Kreisfreie Stadt (DE404)",region_name
Požeško-slavonska županija (HR023),region_name
Prignitz (DE40F),region_name
Primorsko-goranska županija (HR031),region_name
Principado de Asturias (ES12),region_name
Provincia Autonoma di Bolzano - Bozen (ITH1),region_name
Provincia Autonoma di Trento (ITH2),region_name
Puglia (ITF4),region_name
Rakvere,region_name
Rapla,region_name
"Regensburg, Kreisfreie Stadt (DE232)",region_name
Región de Murcia (ES62),region_name
Regionalverband Saarbrücken (DEC01),region_name
Rems-Murr-Kreis (DE116),region_name
"Remscheid, Kreisfreie Stadt (DEA18)",region_name
Rheinhessen-Pfalz (DEB3),region_name
Rheinland-Pfalz (DEB),region_name
Rheintal-Bodenseegebiet (AT342),region_name
Rivne Oblast (RV),region_name
RO-AB -  Alba,region_name
RO-AG -  Argeș,region_name
RO-AR -  Arad,region_name
RO-B -  București,region_name
RO-BC -  Bacău,region_name
RO-BH -  Bihor,region_name
RO-BN -  Bistrița-Năsăud,region_name
RO-BR -  Brăila,region_name
RO-BT -  Botoșani,region_name
RO-BV -  Brașov,region_name
RO-BZ -  Buzău,region_name
RO-CJ -  Cluj,region_name
RO-CL -  Călărași,region_name
RO-CS -  Caraș-Severin,region_name
RO-CT -  Constanța,region_name
RO-CV -  Covasna,region_name
RO-DB -  Dâmbovița,region_name
RO-DJ -  Dolj,region_name
RO-GJ -  Gorj,region_name
RO-GL -  Galați,region_name
RO-GR -  Giurgiu,region_name
RO-HD -  Hunedoara,region_name
RO-HR -  Harghita,region_name
RO-IF -  Ilfov,region_name
RO-IL -  Ialomița,region_name
RO-IS -  Iași,region_name
RO-MH -  Mehedinți,region_name
RO-MM -  Maramureș,region_name
RO-MS -  Mureș,region_name
RO-NT -  Neamț,region_name
RO-OT -  Olt,region_name
RO-PH -  Prahova,region_name
RO-SB -  Sibiu,region_name
RO-SJ -  Sălaj,region_name
RO-SM -  Satu Mare,region_name
RO-SV -  Suceava,region_name
RO-TL -  Tulcea,region_name
RO-TM -  Timiș,region_name
RO-TR -  Teleorman,region_name
RO-VL -  Vâlcea,region_name
RO-VN -  Vrancea,region_name
RO-VS -  Vaslui,region_name
Roma (ITI43),region_name
"Rosenheim, Kreisfreie Stadt (DE213)",region_name
"Rostock, Kreisfreie Stadt (DE803)",region_name
RS11 - Beograd,region_name
RS110 - Grad Beograd,region_name
RS12 - Vojvodina,region_name
RS21 - Šumadija i zapadna Srbija,region_name
RS22 - Južna i istočna Srbija,region_name
RS23 - Kosovo i Metohija,region_name
Saarlouis (DEC04),region_name
Saarpfalz-Kreis (DEC05),region_name
Sachsen (DED),region_name
Sachsen-Anhalt (DEE),region_name
Salzburg (AT32),region_name
Salzburg und Umgebung (AT323),region_name
"Salzgitter, Kreisfreie Stadt (DE912)",region_name
Sankt Pölten (AT123),region_name
Sardegna (ITG2),region_name
Schleswig-Holstein (DEF),region_name
"Schwabach, Kreisfreie Stadt (DE255)",region_name
Schwaben (DE27),region_name
Schwäbisch Hall (DE11A),region_name
"Schweinfurt, Kreisfreie Stadt (DE262)",region_name
"Schwerin, Kreisfreie Stadt (DE804)",region_name
Sevastopol (SV),region_name
SI-061 - Ljubljana,region_name
SI-070 - Maribor,region_name
SI011 - Pomurska,region_name
SI012 - Podravska,region_name
SI013 - Koroška,region_name
SI014 - Savinjska,region_name
SI015 - Zasavska,region_name
SI016 - Posavska,region_name
SI017 - Jugovzhodna Slovenija,region_name
SI018 - Primorsko-notranjska,region_name
SI021 - Osrednjeslovenska,region_name
SI022 - Gorenjska,region_name
SI023 - Goriška,region_name
SI024 - Obalno-kraška,region_name
Šiaulių apskritis (LT026),region_name
Šibensko-kninska županija (HR034),region_name
Sicilia (ITG1),region_name
Sisačko-moslavačka županija (HR028),region_name
Sjeverna Hrvatska (HR06),region_name
"SK010 - Bratislavský kraj (Malacky, Pezinok, Senec)",region_name
SK0100 - Bratislava,region_name
SK021 - Trnavský kraj,region_name
SK022 - Trenčiansky kraj,region_name
SK023 - Nitriansky kraj,region_name
SK031 - Žilinský kraj,region_name
SK032 - Banskobystrický kraj,region_name
SK041 - Prešovský kraj,region_name
SK042 - Košický kraj,region_name
"Solingen, Kreisfreie Stadt (DEA19)",region_name
Sondrio (ITC44),region_name
Sostinės regionas (LT01),region_name
"Speyer, Kreisfreie Stadt (DEB38)",region_name
Splitsko-dalmatinska županija (HR035),region_name
Spree-Neiße (DE40G),region_name
Steiermark (AT22),region_name
Steyr-Kirchdorf (AT314),region_name
"Straubing, Kreisfreie Stadt (DE223)",region_name
"Stuttgart, Stadtkreis (DE111)",region_name
Sud (ITF),region_name
Südburgenland (AT113),region_name
Südösterreich (AT2),region_name
"Suhl, Kreisfreie Stadt (DEG04)",region_name
Sumy Oblast (SM),region_name
Sur (ES6),region_name
Tallinn või Harju maakond,region_name
Tartu,region_name
Tauragės apskritis (LT027),region_name
Telšių apskritis (LT028),region_name
Teltow-Fläming (DE40H),region_name
Ternopil Oblast (TP),region_name
Thüringen (DEG),region_name
Tirol (AT33),region_name
Tiroler Oberland (AT334),region_name
Tiroler Unterland (AT335),region_name
Toscana (ITI1),region_name
Traunviertel (AT315),region_name
Trier (DEB2),region_name
"Trier, Kreisfreie Stadt (DEB21)",region_name
Tübingen (DE14),region_name
Uckermark (DE40I),region_name
Umbria (ITI2),region_name
Unterfranken (DE26),region_name
Unterkärnten (AT213),region_name
Utenos apskritis (LT029),region_name
Valga,region_name
Valle d’Aosta - Vallée d’Aoste (ITC2),region_name
Varaždinska županija (HR062),region_name
Varese (ITC41),region_name
Veneto (ITH3),region_name
Vidurio ir vakarų Lietuvos regionas (LT02),region_name
Viljandi,region_name
Vilniaus apskritis (LT011),region_name
Vinnytsia Oblast (VI),region_name
Virovitičko-podravska županija (HR022),region_name
Volyn Oblast (VO),region_name
Vorarlberg (AT34),region_name
Võru,region_name
Vukovarsko-srijemska županija (HR026),region_name
Waldviertel (AT124),region_name
"Weiden i. d. Opf, Kreisfreie Stadt (DE233)",region_name
"Weimar, Kreisfreie Stadt (DEG05)",region_name
Weinviertel (AT125),region_name
Weser-Ems (DE94),region_name
West- und Südsteiermark (AT225),region_name
Westliche Obersteiermark (AT226),region_name
Westösterreich (AT3),region_name
Wien (AT13),region_name
Wiener Umland/Nordteil (AT126),region_name
Wiener Umland/Südteil (AT127),region_name
"Wilhelmshaven, Kreisfreie Stadt (DE945)",region_name
"Wolfsburg, Kreisfreie Stadt (DE913)",region_name
"Worms, Kreisfreie Stadt (DEB39)",region_name
"Wuppertal, Kreisfreie Stadt (DEA1A)",region_name
"Würzburg, Kreisfreie Stadt (DE263)",region_name
Zadarska županija (HR033),region_name
Zagrebačka županija (HR065),region_name
Zakarpattia Oblast (ZK),region_name
Zaporizhzhia Oblast (ZP),region_name
Zhytomyr Oblast (ZT),region_name
"Zweibrücken, Kreisfreie Stadt (DEB3A)",region_name
Благоевград (BG413),region_name
Бургас (BG341),region_name
Варна (BG331),region_name
Велико Търново (BG321),region_name
Видин (BG311),region_name
Враца (BG313),region_name
Габрово (BG322),region_name
Добрич (BG332),region_name
Кърджали (BG425),region_name
Кюстендил (BG415),region_name
Ловеч (BG315),region_name
Монтана (BG312),region_name
Пазарджик (BG423),region_name
Перник (BG414),region_name
Плевен (BG314),region_name
Пловдив (BG421),region_name
ПРОФОН - Prophon,region_name
Разград (BG324),region_name
Русе (BG323),region_name
Северен централен (BG32),region_name
Северна и Югоизточна България (BG3),region_name
Северозападен (BG31),region_name
Североизточен (BG33),region_name
Силистра (BG325),region_name
Сливен (BG342),region_name
Смолян (BG424),region_name
София (BG412),region_name
София (столица) (BG411),region_name
Стара Загора (BG344),region_name
Търговище (BG334),region_name
Хасково (BG422),region_name
Шумен (BG333),region_name
Югозападен (BG41),region_name
Югозападна и Южна централна България (BG4),region_name
Югоизточен (BG34),region_name
Южен централен (BG42),region_name
Ямбол (BG343),region_name
